,tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
1898,449299381506699265l,"#PETR4 R$46,57 fev 2003 FHC=&gt, Lula ‘A desmoralização e a sangria da Petrobrás’, um artigo de Rolf Kuntz http://t.co/ZWZUTDjlxe via @VEJA",0,1,0,1,1,0,1,0,0,1.0,0.667,0.667,0.667,3
1899,454308615642689537l,Ativo c/ vol Financeiro Superior à sua MM21-14h: ALLL3 ARZZ3 AUTM3 BBDC3 BPHA3 CRUZ3 KLBN4 PSSA3 RDNI3 VLID3,1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
1904,445979356037271553l,PETR4 15 min - Graca foster Braba pra c... (mensagem: 952158)  http://t.co/282tQZeU6I,0,0,0,0,0,0,0,0,1,0.5,0.75,0.75,0.5,4
1906,460843028555784193l,RT @clubedopairico: @RoamerON o JCP da PETR4 normalmente vem em 4x ... fizeram de uma vez só. Motivo ? ... 'nem ideia' =/,0,1,0,1,0,1,0,0,0,1.0,1.0,0.667,0.667,3
1908,449650138982907904l,RT @diogonmduarte: aquelas mensagens que te põem a sorrir para o telemóvel.,-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1909,458602517299884032l,Conheça as empresas que mais pagam dividendos no Ibovespa: O Santander (SANB11) é a emp... http://t.co/w250qPMLaz http://t.co/Zcsm6jYXyW,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
1912,460761481274216449l,"$BRML3 - Br Malls Par (brml-nm) - Debentures Da 4a Emissao, Serie Unica, Ex-juros http://t.co/gRNZmdklRK",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
1913,449202975719030786l,"@MarleneTeixeir6 Hoje, nesse momento IMA-crash da Petr4 em 0,504.",-2,-2,-2,-2,-2,-2,0,1,-1,0.0,0.333,0.333,0.667,3
1915,448508309373743105l,@emirsader @gravz 'Bill Gates do mercado de capitais' Então qual o motivo da alta da PETR4..???,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1916,455530921698267137l,"Apesar do pessimismo generalizado a seu respeito, a Usiminas surpreenderia favoravelmente no resultado do primeiro trimestre. #usim5",1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,1.0,3
1917,464428662193160193l,"Chegando  no primeiro!!!!! RT @Live_Trade: #petr4 se respeitar PBs em 18,16 e 18,35",-2,-2,-2,-2,-1,-1,0,0,-1,0.333,0.333,0.667,0.667,3
1918,449552771876794368l,"Eletrobras divulga prejuízo de R$ 6,3 bilhões em 2013, menor que em 2012: A Eletrobras (ELET6, ELET3)  divulgou... http://t.co/i2xCiMB8UE",0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1919,444100144225865728l,"#PETR4 ... barreira dos R$13,50 e este volume baixo ? (com IFR intraday esticado ...) Ou aumenta o volume ou nada feito de rompimento ...",-1,-1,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
1920,468819730334093313l,"Conheça a melhor ação para comprar agora, segundo analistas: As ações da Ambev foram as favo... http://t.co/EalSBqHZzL #infomoney #vale5",1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
1922,459392293615980544l,#VALE5: O julgamento do recurso especial que discute a cobrança de impostos sobre lucro de empresas controladas... http://t.co/SXB4QPvLnl,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.0,0.667,3
1924,443372980152709120l,Análise técnica completa para o pregão de hoje na @Info_BMFBOVESPA  sobre a empresa @petrobras - PETR4. http://t.co/UK8fQ0a7RC,-2,-2,-1,-1,1,0,-1,-1,-1,0.333,0.667,0.667,0.667,3
1925,444586800938749953l,"@BlackWizardX @Adriano3Luis  Comprei petr4 a 12,90 e  tou achando que vou demorar a recuperar. Ficou ruim graficamente. o q vcs tao achando",0,1,0,1,1,0,-2,-2,-1,0.667,1.0,0.667,0.0,3
1928,452023370570563586l,@BlackWizardX bom dia Black! Acho q hoje eh dia da vale5.,1,0,1,0,0,0,0,0,0,1.0,0.667,0.667,1.0,3
1930,452093041982308353l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  BRML3 19,60 CRUZ3 21,01 EMBR3 20,53 ESTC3 23,62 IMOB 676,57 RSID3 1,81",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1931,449628144711258112l,"Ativo c/ vol Financeiro Superior 1,5 X à sua MM21-16h: ALPA4 ALSC3 CGAS5 ELET3 IMOB LAME4 PDGR3",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1932,443033215830601728l,Imagina o trader que ficou em coma no hospital desde Tupi acordando hoje e vendo petr4 a 12 reais ? !! Kkkkkkkkk,0,1,0,1,0,1,1,0,0,1.0,0.667,1.0,0.667,3
1933,453235835434205184l,Tomando aquela chulapada das ações da GGBR4...,0,1,0,1,0,0,0,0,0,0.667,1.0,1.0,0.667,3
1936,445738593399885825l,@BlackAndBlueWin Jajá estarei atualizando análise da #PETR4 aqui no Twitter .,0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.333,1.0,3
1938,453145450930245632l,"@Live_Trade @brunomaca1 RS, briga até o final deste mandato! Tadinha da petr4...",0,1,0,1,-2,-2,-2,-2,-1,0.667,1.0,0.0,0.333,3
1939,461116325780553728l,$CRUZ3 - Souza Cruz (cruz) - Demonstracoes Financeiras De 31/03/2014 (cons) http://t.co/rP5fGTYsC3,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
1940,449535642297712640l,OIBR4 pagando 25% de aluguel!!! Quem tiver e quiser entender mais só me chamar!,1,0,1,0,0,0,0,0,0,1.0,1.0,0.667,1.0,3
1941,441595881222332416l,"#PETR3 #PETR4 - Produção de petróleo da Petrobras cai 2,4% em janeiro - http://t.co/N7EiRfUM90",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
1942,453209522497421312l,"Td mundo comprando PETR4 RT @infomoney: Investidores acordando? Captação da poupança cai 70% em março, diz BC http://t.co/GjBoaGGebM",0,0,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
1943,459743147644686336l,"@SakaBrasil2  Petrobras PETR4 capitalizada em 2010 por Lula a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,0.667,0.667,3
1944,447472431582957569l,"Escreva uma redação sobre a 2 guerra mundial:(vale5,0)
Pow, pow, pow, tuf, tuf, tra, puuuh, canhões, tiroteios, pow,pow, ahhh, pow granadas",0,0,-1,-1,0,0,-2,-2,-1,0.667,1.0,0.667,0.333,3
1945,443791050256429056l,RT @ricardonobregaX: Não curto quando as pessoas me ignoram. Essa superioridade fica-vos mal.,0,1,0,1,0,0,1,0,0,1.0,0.667,0.667,0.667,3
1946,443009079334539265l,"Nas mínimas do ano, Vale e Petrobras perdem R$ 15 bilhões de valor na semana: Papéis da petr... http://t.co/MsmygieHg5 #infomoney #vale5",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
1947,454691584689573888l,"@SidneiC @live_trade redundância ... quando a #PETR4 não tá doidinha ? ,) hehehe",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1948,441922933850505216l,RT @jillianarry: “@laffiniall: aaajsAJSNXNXDEJXNZX http://t.co/fN56lskELM” AHSHDJS,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1949,454701392033505280l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:   VALE3 32,97 VALE5 29,91",-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,3
1950,456426756912975872l,"A LIGHT S.A. fechou o dia de ontem, ao preço de R$ 17,87 (-0,78%) com volume de R$ 17,30 mm.
$LIGT3",0,0,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1952,459642242068922368l,"Hoje, às 9h, o Bradesco realizará teleconferência sobre os resultados do 1T14. Acesse http://t.co/FHE37z52Q2 e participe! #BBDC4",-2,-2,-2,-2,0,0,-2,-2,-1,0.0,0.333,0.667,0.0,3
1954,446977795256635393l,"Esteja preparado, pois a operação entrará no ar nos próximos dias ... #PETR4 -&gt, Aluguel de Ações – A distorção JCP - http://t.co/PMrVRotrrx",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1956,449658096475197440l,"@EstadaoEconomia Não acharam o motivo ainda? Uma dica: O BTGPACTUAL comprou quase 10 milhões de ações de PETR4 dia 20 e 21/3. Pagou 13,81",-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
1958,464754425895337984l,$TIMP3 - Tim Part S/a (timp-nm) - Demonstracoes Financeiras De 31/03/2014 (individual) http://t.co/muSMUU0BCO,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1959,459737045037232129l,$BBDC4 - Videochat sobre os resultados do 1T14 do Bradesco http://t.co/wkF62scLW3,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
1960,460708193400659968l,#PETR4 - diario e 15 min (mensagem: 954842)  http://t.co/4sLYEWqQuL,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1961,467057874699816960l,"15/05 O Ibovespa fechou em queda de -1,02%, 53.855pts. Destaques: OIBR4 -8,52%, CMIG4 -6,56% e ELET3 -5,44%. http://t.co/j9yUOf2ipY",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1962,443769290182107136l,"petr4 +2%??
daqui a pouco começam vender",0,0,-2,-2,0,0,0,0,-1,0.667,0.0,0.667,1.0,3
1964,456643821908926464l,@a_vale5 esque tenia que ir de viaje :(,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
1965,446298478462111745l,#petr4 na trave.....se confirmar compro,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
1966,450625895238492161l,Até que enfim VALE5 saiu dos $27. Que 'nhaca'!,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,1.0,3
1971,441551076610027520l,"$PETR3 - Petrobras (petr) - Producao De 40 Mil Barris Por Dia Em Cascade &amp, Chinook http://t.co/pN8dvarHzp",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
1973,449526675530076160l,Ásia interessante. Se a #Vale5 tiver bom volume eu entro só para lhe alegrar @ELISLEITAO,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
1974,466931484230963200l,@ferrisss Eu abomino a Oibr4. Endividamento grande e sacaneou muito os minoritários.,0,1,0,1,0,0,1,0,0,0.667,1.0,0.667,1.0,3
1980,442016935090606080l,"Para quem acha que vai fazer sempre a mesma coisa e vai funcionar sempre, a #VALE5 tá mostrando que não. Assim como PETR mostrou em 2008",0,1,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
1981,446021768831307776l,RT @WallFigueiredo: Ativo c/ vol Financeiro Superior à sua MM21-16h: PETR3 PETR4 RAPT4 SCAR3 SULA11 TGMA3 TOTS3 VLID3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1982,468205669276209152l,"@RaphaFigueredo parabéns! LLIS3, BBAS3 e LAME4 também estão no meu radar. Vamo que vamo!",1,0,1,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
1983,458984919897604096l,"OI BR Pn (OIBR4), Gráfico Semanal. Ativo testando fundo de 2001. http://t.co/gm9HpwTnwA",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1984,454673214573387776l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:ABEV3 17,19 BVMF3 11,55 CMIG4 15,96 CPFE3 18,99 CPLE6 30,83 CYRE3 13,75 HYPE3 16,72",1,0,-2,-2,-2,-2,0,0,-1,0.667,0.0,0.0,0.667,3
1985,449223768934977536l,Fico pensando no coitadinho que foi incentivado a botar seu FGTS na outrora 'blue ship' PETR4 e se viu dono da tal refinaria de Pasadena.,0,1,0,1,0,0,-2,-2,-1,1.0,1.0,0.667,0.0,3
1986,446650385768677376l,BBAS3 bateu no objetivo do Anderson agora quer ver e saber quais as operações do Anderson entre em contato: centraltrader@hotmail.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1987,446665209240104960l,Queda #petr4 não apenas gente de dentro da #petrobras mas também empresários aceitaram negociatas. Estes também são traidores da pátria!,0,1,0,0,0,0,1,0,0,1.0,0.667,0.667,1.0,3
1988,453503076918640640l,$PETR4 - Petrobras reinicia produção na P-20 [Newsletter ADVFN] http://t.co/Sns4b4JuNR,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1989,453151378261557248l,Perda do FGTS em ações atinge R$ 662 mi no ano com Petrobras e Vale: Aplicação em ações da P... http://t.co/HDoJKBDyjT #infomoney #vale5,0,1,0,1,-2,-2,0,1,-1,1.0,1.0,0.0,1.0,3
1992,444284753970462720l,"RT @WallFigueiredo: Rastreamento ações-Gráfico diário-16h. Analise se romper: CSMG3 32,97 ESTC3 22,01",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
1993,441928414455693312l,"@Live_Trade CSNA3 bateu na região 9,35/40",0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,1.0,3
1994,459754216060616704l,RT @KonageskiComBr: A última indicação da #ELPL4 resultou em 7.53 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1996,443795941066555392l,@fabiokraemer mas esse chato da petr4. Esse enquanto a petro estiver caindo vou torrar a paciência dele de tempos em tempos. Rsrsrsrs,0,1,0,1,0,1,0,0,0,0.667,0.667,0.667,0.667,3
1998,452024713548926976l,@BlackWizardX estimulos na China e futuros ja em alta. Por isso acredito q a VALE pode ir em busca do seu valor de valer sempre 2x a PETR4.,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
1999,456813939645362176l,"Rastreament ações-Gráfic diário-12h. Analise se romper:LIGT3 18,65 TBLE3 34,14 Ativo c/ vol Financeiro Superior à sua MM21-12h: Nenhum ativo",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
2000,445541968257765376l,"Notas gerais

A BROOKFIELD (BISA3) não conseguiu instalar a assembleia que definiria a saída da companhia da... http://t.co/P0Nc4AO2et",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
2001,455700188712402945l,"Desempenho das ações da TIM na semana passada: TIMP3 (Bovespa): -5,93%, TSU (NYSE): -5,27%, IBOV: +1,54%.",0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
2002,460874159070130176l,RT @joanarauhl: hoje roubei o iphone á joana e pedi-lhe um resgate,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
2003,461522403651104769l,#abev3 Governo irá aumentar novamente a tributação da cerveja e refrigerante no País. É o segundo aumento em menos de um mês.,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
2004,467278386310569985l,BBAS3 – Gráfico – 15-05-2014 http://t.co/aGIridViqN,-2,-2,0,0,0,1,0,0,-1,0.25,0.5,0.5,0.5,4
2005,449311238690848771l,BBAS3 – Gráfico – 27-03-2014 http://t.co/fow2R9BxPw,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2007,448086501201821697l,@lobaoeletrico 05 anos atras preço da ação era 40 reias hj 14 reais http://t.co/NMpAwhaLXd,0,1,-2,-2,0,0,-2,-2,-1,0.667,0.333,0.667,0.0,3
2013,442991311898308608l,$PETR3 - Petrobras (petr) - Descoberta De Petroleo De Qualidade Na Area Da Cessao Onerosa http://t.co/NJ4waCJUfG,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
2014,448566200260628481l,"Análise - 25.03.14 - IBOV, PETR4, VALE5, BBSE3, RAPT4, AEDU3, SUZB5 e JBSS3. Assista! http://t.co/A9yuh5iKe2",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
2016,462321508950757377l,PETR4 subindo 5% HAUHAUHAUAHUAHUAHUAH,0,0,1,0,0,0,0,0,0,0.667,0.667,1.0,0.667,3
2019,461220966992187394l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:  LREN3 64,70  PETR3 16,21 PETR4 17,14 RADL3 19,08   VIVT4 46,75 WEGE3 26,92",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2020,460766289255202816l,"Desempenho das ações da TIM na semana passada: TIMP3 (Bovespa): +3,58%, TSU (NYSE): +3,37%, IBOV: -1,37%.",0,0,-2,-2,0,0,0,0,-1,0.667,0.333,1.0,1.0,3
2021,448564052692697088l,"Vale PN (Vale5), Gráfico Diário. Estudo do Sar Par... http://t.co/R8pbK9j1Pm",1,0,-1,-1,0,0,0,0,-1,0.667,0.667,0.667,0.667,3
2024,447619317577043968l,"Devo vender as ações? Ela cresceu 0,29% a IGTA3..... Perdi muito com ELPL4... Falo nada  -0,25% http://t.co/JPRsJZrvKR",0,1,0,1,0,0,0,0,0,0.667,1.0,0.667,0.667,3
2025,452855164500983808l,"RT @brunzselfie: Sempre que piso a pata de um animal , peço sempre desculpa",-2,-2,0,0,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
2027,466595920210321409l,Ativo c/ vol Financeiro Superior à sua MM21-12h: BPHA3 CSMG3 KEPL3 QUAL3 SMAL11,1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
2028,459533678469591040l,"Macktrader Investimentos : Oi Br PN (OIBR4), Gráfico Diário. Estudo técnico e... http://t.co/Lq9HR4p163",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2030,444557059959570432l,Ativo c/ vol Financeiro Superior à sua MM21-16h: ALLL3 ALSC3 BBSE3 CPFE3 CRUZ3 CSNA3 DAYC4 DIRR3 ENBR3 EQTL3 FLRY3 GFSA3 IGTA3 IMAT LIGT3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2031,464198610771779584l,"Ações da @petrobras, PETR4 e PETR3, valem 50% mais do q valiam 51 dias atrás. Será que isso justifica a crise que tanto falam? #políticasuja",-2,-2,-2,-2,0,0,-1,-1,-1,0.333,0.333,0.667,0.667,3
2032,445033639110541312l,RT @oQuarterback: @George_Cruz3 melhoraram.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2033,449246824269103104l,"não é nada, não é nada, a #PETR4 subiu 22% em 8 pregões. o.O",0,0,0,0,0,1,0,0,0,0.667,0.667,1.0,0.667,3
2034,467048804404191232l,"RT @Angela_dias24: hoje passei ganda vergonha, não têm bem a noção",0,1,0,1,-2,-2,-2,-2,-1,1.0,1.0,0.0,0.333,3
2035,446725233010307072l,Ativo c/ vol Financeiro Superior à sua MM21-16h:  POMO4 QUAL3 RADL3 RSID3 SANB11 SBSP3 SCAR3 SEER3 TERI3 TOTS3 TRPL4 USIM5 UTIL VLID3,0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.333,1.0,3
2038,443111048137424896l,RT @ubrals: Me lembra os junk bonds da PDVSA @edmilsonpapo10 #PETR4 fundo do poço RT Petrobras prepara megacaptação de US$ 12 bi http://t.c…,0,1,0,1,1,0,1,0,0,1.0,1.0,0.667,0.667,3
2039,454348222849613824l,"@marcelosouzarn @tbaronewitter tsc tsc.. explica aí p/ mim sobre o foro de SP, RoseGate, Gaievski, pasadena, Lula X9, Petr4 de 12ª p/ 121ª..",0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
2041,443023444427694080l,"é
petr4 não tem quem salve.",0,1,-2,-2,0,0,0,0,-1,0.5,0.0,1.0,0.75,4
2043,445703786154459136l,"RT @pauloepf: PETR4 Petrobras -1.7% 12,56 

PETRALHAS FILHOS DA PUTA",0,1,0,1,-2,-2,1,0,-1,1.0,0.667,0.0,0.667,3
2045,457993929628319744l,"@Pindoramense Lula já viu a queda da Dilma.. Se voltar terá q explicar Rose, Petr4, acho q ele ñ virá por isso.. Campos seria o plano B",0,1,0,1,1,0,-2,-2,-1,1.0,0.667,0.667,0.0,3
2046,453547814744637442l,A Petrobrás deu o seu recado para o mundo! #PETR4 http://t.co/XrErBhAEX7,0,1,-2,-2,0,0,0,1,-1,0.667,0.0,0.667,0.667,3
2047,456794130358992896l,"A LIGHT S.A. fechou o dia de ontem, ao preço de R$ 18,35 (+2,34%) com volume de R$ 9,18 mm.
$LIGT3",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
2048,452161915763314689l,@Live_Trade @will_vs imagina se data-folha falhar em fraudar pesq. mostrando presidenta ¨lula¨ ganhando no 1 turno. put petr4 vira mega sena,0,1,-2,-2,1,0,-1,-1,-1,0.667,0.333,0.667,0.667,3
2049,444215797062569984l,RT @bobdevonne: As minhas conversas com a barbara são muito idiotas,-2,-2,-1,-1,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
2051,455757277522575360l,"Desempenho das ações do Itaú Unibanco na semana passada: na Bovespa - ITUB4:2,91% e ITUB3: 2,58%,na NYSE – ITUB: 4,27%,Índice Bovespa:1,54%.",0,0,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
2052,444081011975266304l,status: 9 pessoas visualizaram seu perfil http://t.co/DAbXDMSS43,0,0,0,0,0,0,0,0,1,0.75,1.0,0.75,0.75,4
2055,445929977440382976l,"#klbn4 confirmando rompimento ontem, melhor se fechar acima 10,83 15' e romper",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
2057,462317621871120384l,"R$23,8 milhões ... só isso que 'eles' compraram hoje de #PETR4 !! o.O",0,0,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
2058,455692048298151936l,Bom dia! Sua #vale5 vai decolar hoje! @ELISLEITAO,1,0,1,0,0,1,0,0,0,0.75,0.75,0.5,0.75,4
2059,445893199526395904l,$QUAL3 - Qualicorp (qual-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/Ytbx2RKuY7,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
2061,464738068793008131l,"#BVMF3 A cia informou que neste ano recomprou 54,2 milhões de ações ao preço médio ponderado de R$ 10,4 por ação.... http://t.co/evQxtaZjVn",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
2064,466308784236007424l,@brazilfinance As puts de Petr4 estão bem liquidas,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2067,448276557946421249l,"#BOVESPA #JBSS3 #FRIBOI Lucro da JBS mais que dobra, mas fica abaixo do esperado: http://t.co/CBGIHV2kEj #MEAT",0,0,0,0,0,1,0,0,0,0.667,1.0,0.667,0.667,3
2068,455711394760245248l,"Rastreamento ações-Gráfico diário-11h. Analise se romper: ENBR3 10,03 Ativo c/ vol Financeiro Superior à sua MM21-11h: JSLG3",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
2070,456715275313090560l,"RT @TrackInsiders: $AEDU3 A director at Anhanguera Educacional Participacoes S.A bought 1,310,000 shares at 12.446BR... http://t.co/03ILyLN…",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2071,461526504644816896l,@HudsonPF @CapSpaulding01 Mas aí é médio prazo. Tem que pensar que o mundo não vai acabar amanhã. Lembra qdo eu falei da Renner (LREN3)?,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2072,452566520229797888l,"Análise semanal - IBOV, PETR4, VALE5, SMTO3, ABEV3, CRUZ3, ABRE11, BBDC4 e ITUB4. Assista! http://t.co/143CVKOlKu",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
2073,451532188329050112l,ALLL3 http://t.co/FoG73EYvUq,-1,-1,-1,-1,1,0,0,0,-1,0.667,0.667,0.667,0.667,3
2074,441552735897280512l,"Natura contesta cobrança de R$ 628 mi, Petrobras e mais 4 estão no radar: Ainda entre os des... http://t.co/m9QMeRDxsk #infomoney #vale5",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2075,465354035743436801l,"@bovespabrokers professor, acha que ainda vale entrar em MPLU3, ESTC3 e BBSE3?",0,0,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
2076,447010493866442752l,"Goldman Sachs diz que é bom vender CSNA3, por dívidas e resultados abaixo dos esperados...",0,1,0,1,1,0,0,0,0,0.667,1.0,0.667,0.667,3
2078,455828296358690817l,@a_vale5 Nos seguimos Ale?,-1,-1,0,0,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2079,441604957410963456l,@clubedopairico #PETR4 com muitos processos la fora sobre lavagem de dinheiro...mas pouco divulgado aqui...pq será? rsrs,0,0,-2,-2,1,0,1,0,-1,0.667,0.0,0.667,0.667,3
2081,455491513100034048l,que ganas de comer pizza,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
2082,451062012345589760l,#KROT3 - Kroton ON é a ação que mais se valorizou no 1º trimestre - http://t.co/JbZVWbj0FZ,1,0,1,0,0,0,0,0,0,1.0,0.667,0.667,1.0,3
2083,444516653456699392l,"#usim5 9,37 hj?",0,0,-2,-2,0,0,0,0,-1,0.667,0.333,1.0,0.667,3
2084,443914851518533633l,"#RSID3 podridão de papel, rumo aos centavos!!! http://t.co/iaMyYpoTIj",0,1,-1,-1,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
2088,446739951930339329l,"RT @lucasdalloglio: OS GOLPES NA PETROBRÁS #petrobras #petr4

Muitos brasileiros honestos investiram suas economias na PETROBRÁS ao... http…",0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,1.0,3
2089,459413246106415104l,Ativo c/ vol Financeiro Superior à sua MM21-16h: POMO4 QUAL3 RSID3 SMLE3 STBP11 USIM5 VLID3,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,0.667,3
2090,446987976749613056l,$PETR4 - Bolsa promete volatilidade para hoje. Entenda [Newsletter ADVFN] http://t.co/uck8kxalgm,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
2092,452081526566846464l,"@infantepontocom Blz, e se não sabem eu erro também...rsrsr ok?  então quando eu errar as vezes, já sabem...Goll4 foi uma saí antes...",0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
2093,450602818831806464l,"Vale admite perda milionária com mina, 5 empresas vão pagar dividendos: Ainda entre os desta... http://t.co/RMYEqkz9Le #infomoney #vale5",0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.0,0.667,3
2095,445346079375372288l,@Juan_Cruz3 @gianni_pau ea ea,0,0,-1,-1,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
2096,464019618370052096l,"$BBAS3 - Banco do Brasil lucra R$ 2,7 bi [Newsletter ADVFN] http://t.co/zb4zCfo4sE",1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
2097,450805713682460672l,"Prumo Logística, antiga LLX (#LLXL3) anunciou que a partir de sexta-feira (4) passará a ser negociada sob o ticker #PRML3 .",0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
2098,443029061850632192l,RT @garimpodeacoes: Novo horário pode trazer benefícios não só p/investidores como p/os resultados da administradora do mercado de capitais…,-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
