,tweet_ids,text_x,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
669,451411205161508866l,"BBSE3 - 'É muito cedo para basear a recomendação no resultado das eleições', diz BTG - InfoMoney Veja mais em: http://t.co/thncBwA5YP",0,1,0,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
670,451412337673912320l,"Abrimos venda de ITUB4 R$ 35,00.",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
671,451423707416645632l,"PAX indica compra de Vale, Cielo, Gerdau e outras 7 ações: Neste mês, entraram os papéis da ... http://t.co/ou0J9kQxK5 #infomoney #vale5",0,0,-1,-1,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
672,451423708167421952l,"TOV divulga carteira focada em blue chips, veja 7 ações: Os ativos que permanecem na carteir... http://t.co/AMlVRW3MPQ #infomoney #vale5",0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
673,451434417152880640l,A última indicação de a #CSNA3 resultou em -3.93 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
674,451457092516577283l,"A oposição protocolou mais um pedido de criação de CPI para investigar a Petrobras PETR4.SA, desta vez composta por senadores e deputados.",-2,-2,0,0,0,1,-2,-2,-1,0.0,0.667,0.667,0.0,3
675,451460186029719552l,"RT @AlesandroAlves: A oposição protocolou mais um pedido de criação de CPI para investigar a Petrobras PETR4.SA, desta vez composta por sen…",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
676,451467886263934976l,"Confira 5 'top picks' para comprar este mês, de acordo com a Socopa: As 'Top Picks' da corre... http://t.co/Zu6BAhev7W #infomoney #vale5",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
677,451685086862508032l,$ECOR3 - Ecorodovias (ecor-nm)   Ago/e   28/4/14   10h30  Dist. De Dividendo(complemento) http://t.co/roZDihEpaA,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
678,451686121500856320l,$VALE3 - Vale (vale-n1) - Informa Datas De Divulgacao Do Desempenho Do 1o. T/2014 http://t.co/HrsAHWIwYv,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
679,451691747266297856l,China anunciou um plano de incentivo a a economia . O governo chinês pretende aumentar os investimentos em ferrovias e moradias . Bom p/ #VALE5 .,1,0,1,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
680,451693774117552128l,RT @chrinvestor: China anunciou um plano de incentivo à economia. O governo chinês pretende aumentar os investimentos em ferrovias e moradi…,-2,-2,1,0,-2,-2,0,0,-1,0.0,0.667,0.0,0.667,3
681,451698018430226432l,"Ações ex-juros hoje: ODPV3, PETR3 e PETR4. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug",1,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
682,451698214216159232l,Ações ex-dividendos hoje: ABEV3 e ODPV3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
683,451699558276665344l,"@AASchwartz @Live_Trade @DiehlRdiehl ontem vendi vale5 a 29,28 e hoje vou comprar (se for o caso) ne baixa de agora (correção).",1,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
684,451699904235466753l,$PETR3 - Petrobras (petr)- Distribuicao De Juros Sobre Capital Proprio / Valor Atualizado http://t.co/LUcMhv9FuB,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
685,451703359612157952l,"#PETR4 por R$16,00 no leilão ? Caraca ... o fechamento ajustado - por causa do JCP - de ontem foi nos R$15,57 ... o.O",-2,-2,0,0,0,1,-2,-2,-1,0.333,0.667,0.667,0.333,3
686,451707726167810049l,A última indicação da #MRVE3 resultou em 0.25 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,0.667,3
687,451709256904212480l,A última indicação da #PETR4 resultou em 15.92 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-1,-1,-1,-1,-1,0.333,0.667,0.667,0.667,3
688,451711285424832512l,A última indicação da #KROT3 resultou em -1.29 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,-2,-2,0,1,-2,-2,-1,0.667,0.333,0.667,0.333,3
689,451722338762244097l,Mas a #vale5 está muito volátil. Volto a olhar para o charts em 1 hora no mínimo. @ELISLEITAO,0,1,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
690,451724274886508545l,@plima79 BTG quase nao tem compra da PETR4...saldo em 82k liquido,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
691,451724418772131840l,$ELET3 - Eletrobras (elet-n1)- Material A Disposicao (indicacao De Candidatos) http://t.co/yIXX3MnjIO,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
692,451730164486275072l,A última indicação da #OIBR4 resultou em 4.26 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
693,451751146777247744l,"Venda coberta PETR4 (últ. fech.): PETRD13 (Tx. 0,66%, prot. 22,37%), PETRD14 (Tx. 0,77%, prot. 16,07%), PETRD44... http://t.co/V8Ndg7mLGP",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,0.667,1.0,3
694,451751293678526464l,"E olha VALE5 beliscando os $30,00! Tava muito atrasada em relação ao mercado…",1,0,1,0,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
695,451754343704690688l,Ativa indica 10 ações para lucrar em abril: Os analistas optaram por não fazer nenhuma mudan... http://t.co/CaOZi4DIyG #infomoney #vale5,1,0,1,0,0,1,-2,-2,-1,0.667,0.667,0.667,0.333,3
696,451769186209918976l,"Coinvalores divulga carteira com 15 ações para comprar neste mês: Neste mês, entraram os pap... http://t.co/1PG0ZZTTFL #infomoney #vale5",1,0,0,0,1,0,0,0,0,1.0,0.667,0.667,0.667,3
697,451776228140544000l,"acho que o preço de compra em petr4 é 14,80",-2,-2,-2,-2,0,0,-1,-1,-1,0.333,0.333,0.667,0.667,3
698,451782189974577153l,"#OIBR4 - Portugal Telecom ficará com 24,87% de a Oi após oferta - http://t.co/a2vBUej2Qe",-2,-2,0,0,-2,-2,0,0,-1,0.0,1.0,0.0,0.667,3
699,451785072761643008l,"LREN3 - vd 63,48, obj curto amanhã 62,2.",-2,-2,-1,-1,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
700,451811019154010112l,"Goll4 quase 6% de alta hj com a bolsa caindo, piores, CYre3 -5,21 e Rsid3 -4,86 até o leilão",-1,-1,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
701,451813351711334400l,bonito ver o bradescão e o itaú brigando com o Morgan Stanley e o Credit Suiss em o leilão final de a ABEV3 .,1,0,1,0,1,0,0,0,0,1.0,1.0,0.667,0.667,3
702,451832968454365184l,Para amanhã em a venda de olho em: #cyre3 #tble3 #Brkm5,1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
703,451843384052047872l,#MRFG3 - Análise #Ichimoku - Recomendação de Compra. http://t.co/TdLbYJsEds,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
704,451860438641561600l,"Hora da troca de papéis. A ordem de ALLL3 e BVMF3 equivale a 'vender a mercado', isto é, sairá pelo preço do... http://t.co/gqf12W4XnP",-2,-2,0,0,0,0,0,0,-1,0.0,1.0,0.667,0.667,3
705,451871894732423169l,Sobre o leilao de pre abertura eu compro efetivamente uma ação ex. petr3  (live at http://t.co/Gmj7qMwiiw),-2,-2,-1,-1,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
706,451886916661948417l,Documento mostra que Petrobras fez oferta bilionária por refinaria de Pasadena ANTES da arbitragem   http://t.co/VPQiXUgF6b  #Petr4 #Petr3,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
707,451887387464179712l,"@garimpodeacoes vazou preço da oferta oibr4 - 2,40 - 2,80",-2,-2,0,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
708,451887659263479808l,RT @AryAntiPT: Documento mostra que Petrobras fez oferta bilionária por refinaria de Pasadena ANTES da arbitragem   http://t.co/VPQiXUgF6b …,-2,-2,-2,-2,-1,-1,-2,-2,-1,0.333,0.333,0.667,0.333,3
709,451890459213037568l,"Petrobras vendeu refinaria na Argentina por menos do q valia. Qdo compra, paga m+, qdo vende, pede m-. Se PT perder eleição, PETR4 vai a 35!",0,1,0,1,0,0,1,0,0,0.667,0.667,0.667,0.667,3
710,452038585928392704l,"Inflação acumul/ '06-'13 tá em 50%!? MT '@ivomarcelino #PETR4 finanças vão mal, mas salários diretores R$13,5 milhões http://t.co/Eadm8PP064",-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
711,452045232570634240l,"#VALE5 para quem se interessou esta foi a operação q montei ontem, meu ponto de entrada foi justamente aonde a... http://t.co/mgseUyA35t",-2,-2,0,0,0,0,0,0,-1,0.0,1.0,1.0,1.0,3
712,452061550594236416l,$TBLE3 - Tractebel (tble-nm)- Entrada Em Operacao Comercial Da Central Eolica Mundau http://t.co/zejzckVYtT,0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.0,1.0,3
713,452073974932205570l,A última indicação de a #MRVE3 resultou em 1.51 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
714,452077337124028417l,"@Live_Trade depois ainda diz q ñ dou os ptos de entrada nem saída ... Olha aí o pto de entrada em #VALE5 aos R$ 26,XX e ainda mantendo ela..",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
715,452077981998260224l,"@Live_Trade marcos, petr4 tem sinal de baixa? rs grato",0,0,-2,-2,-1,-1,0,0,-1,0.667,0.333,0.667,1.0,3
716,452082288311169025l,"@CaciqueInvest @Live_Trade galera, elet6 ainda vale entrada?",0,0,0,0,1,0,0,0,0,1.0,0.667,0.667,0.667,3
717,452088399588249600l,"@nahasbap … e vc imagina o mané aqui, que tem só 56% da carteira em VALE5! Tô rindo de orelha a orelha, eh eh…",1,0,1,0,-2,-2,0,0,-1,1.0,1.0,0.0,1.0,3
718,452088859585966080l,Um esclarecimento: minha carteira é muito sobrecarregada de VALE5 por causa de opções. PETR4 tenho 24%. Ou seja: 80% da carteira PETROVALE!,1,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
719,452089363938414592l,Os outros 20% da carteira estão em BBAS3 e BVMF3. Também recuperaram bem ultimamente. Nada a reclamar. Parei até de malhar o PT e a Dilma!,-2,-2,0,0,-2,-2,0,0,-1,0.0,0.667,0.0,1.0,3
720,452093340193157121l,@DuctorMarcus ainda bem que eu estava comprado em #vale5 e aproveitei toda essa alta. Bora pensar na melhor hora de realizar @lambari_trader,1,0,1,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
721,452100882658635776l,"INTRADAY PETR4: Suportes 14,86 e 15,13 e resistências 15,66 e 15,92 INTRADAY VALE5: Suportes 28,60 e 29,07 e resistências 29,96 e 30,38",0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
722,452105862300303360l,A última indicação de a #KROT3 resultou em -2.51 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,1.0,1.0,3
723,452107678744338432l,#LLXL3 minha opiniao é que é mto fundo zerando venda...por isso a alta..e devolvendo BTC! Vai sair do indice e não podem ficar vendidos!,-2,-2,-2,-2,0,0,-2,-2,-1,0.0,0.333,0.667,0.333,3
724,452110015714033664l,"ELETROBRAS jscp|aprov 30/4/2014|ex 2/5/2014||pg n/d|ELET3 R$0,39921083663|ELET5 R$2,17825658673|ELET6 R$1,63369244005 http://t.co/IjtHKlQlfr",-1,-1,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
725,452110212363997184l,"@Live_Trade tenho um ponto a fazer que é sobre a petr4, daqui a pouco será a hora dela desabar, e o mini junto, é possível na sua análise?",0,0,-2,-2,-2,-2,0,1,-1,0.667,0.333,0.333,0.667,3
726,452114970592165888l,"RT @dividendo_br: ELETROBRAS jscp|aprov 30/4/2014|ex 2/5/2014||pg n/d|ELET3 R$0,39921083663|ELET5 R$2,17825658673|ELET6 R$1,63369244005 htt…",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
727,452119924346204160l,A última indicação da #MRVE3 resultou em -0.13 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
728,452134874062028800l,A última indicação da #OIBR4 resultou em 0.66 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
729,452138852732649472l,trava de baixa na VALE5 P29/P28,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
730,452151228206968833l,A última indicação da #ITUB4 resultou em 16.13 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
731,452154691905126400l,"@ferrisss @dfittarelli vendinha de itub4 nos 35,10 começando a dar frutos, VAI QUE VAI!",0,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
732,452159443690864640l,$CPFE3 - CPFL Energia divulga o Relatório Anual (Form 20-F) 2013 na SEC http://t.co/Lizy0GjUUH,1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
733,452172531341213696l,SELL MRVE3 = ) de olho...,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
734,452175883265384449l,"RT @dividendo_br: ENBR ENERGIAS BR dividendos ||aprov 29/4/2014||dataex 30/4/2014||pagto n/d||ENBR3 R$0,717165 http://t.co/IJzOtrdAz7",-2,-2,0,0,0,0,0,0,-1,0.333,1.0,0.667,1.0,3
735,452178688780804096l,"04/04/14-17:20:Maiores Baixas: CIEL3 -3,53% R$35,55, GOAU4 -3,14% R$16,94, CCRO3 -3,14% R$16,95, BBDC3 -3,04% R$33,17, ENGI3 -2,98% R$10,08.",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,1.0,1.0,3
736,452179921272852480l,$PETR3 - Petrobras (petr) - Esclarecimento Sobre A Plataforma P-55 http://t.co/sncQaeb1xB,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
737,452210549578010624l,Top 10 da Semana A PETROBRAS (PETR4) encerrou às investigações internas para apurar as denúncias de supostos... http://t.co/HRkGHCNrnl,0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
738,452232585507504129l,@Live_Trade cyre3 venda ou continuidade agora?,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
739,452411144007733248l,"Gatilho position, semana que vem:   Ativo vale5 - Venda  - Validade 11/abr - Start 27,91 - Stop 30,06 - RP 25,76 http://t.co/bfQcsZb1xx",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
740,452411602084438016l,"Gatilho position, semana que vem:   Ativo mrve3 - Venda  - Validade 11/abr - Start 7,77 - Stop 8,41 - RP 7,13 http://t.co/WC4Kjli0xh",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
741,452412713898352640l,"RT @otraderonline: Gatilho position, semana que vem:   Ativo mrve3 - Venda  - Validade 11/abr - Start 7,77 - Stop 8,41 - RP 7,13 http://t.c…",-2,-2,0,0,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
742,452414292881838080l,Em o diário #VALE5 deixou a tendência de baixa para trás mas permanece tendo problema com a #MediaROCK - Leia mais em http://t.co/eMq6N9TOJC,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
743,452416903995469824l,"RT @otraderonline: Gatilho position, semana que vem:   Ativo vale5 - Venda  - Validade 11/abr - Start 27,91 - Stop 30,06 - RP 25,76 http://…",1,0,0,0,1,0,0,0,0,0.667,1.0,1.0,1.0,3
744,452580832293949440l,"@jcvolemos VALE5: Sentiu a resistência de 29,90 e lateralizou. Acima de 29,90 pode chegar a 31,33 e abaixo de 29,02 pode chegar a 27,59.",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,0.667,3
745,452845851313176577l,ITUB4 gerou um engolfo de baixa na sexta (6). O que significa e como identificar esse padrão dos candles. Assista! http://t.co/Y73ErhCiRi,0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
746,452861055509991424l,"@ferrisss oi Ferri, estou comprado em CIEL3 q já subiu bastante. Na sua opinião vale a pena trocar por MMX? Medo do fantasma do Eike...",0,0,0,0,-2,-2,0,1,-1,0.667,1.0,0.0,1.0,3
747,453140831000866816l,"Boa semana a todos! De olho no setup de venda em MRVE3, muito bonita!",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
748,453151478317088768l,$CRUZ3 - Souza Cruz (cruz) - Pagamento De Dividendo (valor Atualizado) http://t.co/cfGtKSZ07F,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
749,453154777913114624l,"@Live_Trade marcos, depois tem como uma olhada vem vale5? comprado nos 27.",-2,-2,0,0,-1,-1,-1,-1,-1,0.333,0.667,0.667,0.667,3
750,453164729242894336l,Notas gerais A PETROBRAS (PETR4) teria assinado pelo menos R$ 90 bilhões em contratos sem licitação desde 2011... http://t.co/u9Bft3wAw6,0,1,0,1,0,1,0,0,0,0.667,0.667,0.667,0.667,3
751,453167412829896704l,"INTRADAY PETR4: Suportes 15,14 e 15,29 e resistências 15,65 e 15,86 INTRADAY VALE5: Suportes 28,94 e 29,21 e resistências 29,90 e 30,32",-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0.667,1.0,1.0,3
752,453167741844078592l,"“@ale_chumer: Desde 24/04/2009 até hoje Ibovespa +11,58% PETR4 - 47,7% EXXON +45,85% DJ + 111,06%” tirando os do IPEA, números não mentem...",0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
753,453178695436738560l,A última indicação da #PETR4 resultou em -3.68 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,1,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
754,453184992144023553l,Trade com #JBSS3 concluído com sucesso :D,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
755,453185010120798208l,A última indicação da #ITUB4 resultou em -0.57 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
756,453185594030850048l,"#petr4 16,02 quem vai dar o tapa p/ definir o lado à trade?",0,0,0,0,0,0,-2,-2,-1,0.667,1.0,0.667,0.333,3
757,453198293934559232l,"Ei, só uma observação. PETR4 ainda tem projeção de baixa. Fica calmo amigo que fica se gabando dessa alta...",0,1,0,0,1,0,-2,-2,-1,0.667,0.667,1.0,0.0,3
758,453208679303897089l,"Mas é claro RT @garimpodeacoes: FITCH, cia de avaliação de risco diz que seca prolongada deve pressionar Sabesp (SBSP3) de forma mais severa",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
759,453209164035420160l,"RT @JoaoPaulodg: Mas é claro RT @garimpodeacoes: FITCH, cia de avaliação de risco diz que seca prolongada deve pressionar Sabesp (SBSP3) de…",-2,-2,0,1,1,0,0,1,-1,0.333,0.667,0.667,0.667,3
760,453227212003901442l,$CTIP3 - Cetip ( ctip-nm ) Ago / e 28/04/2014 10h00 Distribuicao De Dividendo http://t.co/8E9tQwMP72,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
761,453233718023315457l,"Socopa indica 10 ações para comprar nesta semana, confira: Desta vez nenhuma alteração foi f... http://t.co/IST5raJ9FV #infomoney #vale5",1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
762,453237939460669440l,#SANB11 - Santander Brasil assina contrato para compra da Getnet - http://t.co/H56HB4FQ41,0,0,0,0,0,0,0,0,1,1.0,1.0,0.75,1.0,4
763,453246622362005505l,stopando trava de baixa em a VALE5 acima de R$ 30 pilas,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
764,453249535666442241l,"Concórdia recomenda 15 papéis para comprar nessa semana, confira: As três carteiras da corre... http://t.co/0k8EGYu3PD #infomoney #vale5",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
765,453267102515073024l,"@Live_Trade qual sua indicação para BBSE3, BBTG11 e SANB11. Obrigado!",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
766,453267806331891712l,"Fim do leilão na #bovespa #petr4 alta de 6,61% na máxima do dia, #vale5 alta de 1,93% e #bbas3 alta de 5,64%, #ibov alta de 2,10%",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
767,453268042580262912l,"RT @Fontes_: Fim do leilão na #bovespa #petr4 alta de 6,61% na máxima do dia, #vale5 alta de 1,93% e #bbas3 alta de 5,64%, #ibov alta de 2,…",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
768,453304185224953856l,"@glaucorios Sanb11 12,90 resist e Obj, Hj fechou acima, se continuidade 13,67 e 14,05....se comprado aperta stop porque todas em região obj",1,0,-2,-2,1,0,0,1,-1,0.75,0.0,0.75,0.5,4
769,453318847161200640l,"PETR4 6,61% hoje 16,46 + altas da semana passada. Hã? Denúncias? Passadena? Cerveró?",0,1,-2,-2,0,1,-2,-2,-1,0.667,0.333,0.667,0.333,3
770,453504179232079872l,$CCRO3 - Ccr Sa (ccro-nm) - Assinatura Do Contrato De Concessao Do Aeroporto De Confins http://t.co/GRgDTOBXof,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
771,453511483784454144l,Ação ex-juros hoje: SBSP3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug,1,0,-1,-1,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
772,453511628504702978l,#NATU3 - Análise #Ichimoku - Recomendação de Compra. http://t.co/cVGkA7dvAT,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
773,453524249823965184l,A última indicação da #MRVE3 resultou em 1.15 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
774,453527449301954560l,"Dizem que onde tem gap, tem forte resistência. Somado a isso temos em R$16,96 os 61,8% de fibonacci. #PETR4",-1,-1,0,0,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
775,453536632788885504l,EVEN3 - Corretora divulga carteira quantitativa para abril http://t.co/A2252YmOo3 via @infomoney,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
776,453538156524998656l,"INTRADAY PETR4: Suportes 15,45 e 15,95 e resistências 16,71 e 16,97 INTRADAY VALE5: Suportes 29,31 e 29,68 e resistências 30,28 e 30,51",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,1.0,1.0,3
777,453540037515558912l,$BRML3 - Br Malls Par (brml-nm) - Ago/e - 30/04/2014 - 15h00 / Distribuicao De Dividendo http://t.co/GDk4GzbOYE,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
778,453546592155738113l,RT @reminiscences: Sugestao para Graça Foster melhorar Petrobras #Petr4: fazer campanha contra Dilma… melhor que anunciar descobertas de re…,0,1,0,0,0,0,1,0,0,0.667,0.667,1.0,0.667,3
779,453552256172847104l,"SLW recomenda três carteiras para investir no mês de abril, confira: Todas as três seleções ... http://t.co/k9YK2IDLmy #infomoney #vale5",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
780,453562030759616512l,"Esse relatório quase não entrega nada, só foi quem disse que suporte de a petr4 foi 12,50, Brin3 6,25 fesa4, pomo4 artr3 etc q vcs conhecem",0,1,0,0,0,0,-2,-2,-1,1.0,0.75,0.5,0.0,4
781,453574497535549440l,Usim5 acho q tinha vd nela depois vou olhar,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
782,453579148670156800l,Wikileaks: Casa Branca consultou Dilma antes de autorizar aquisição de refinaria por Petrobrás #PETR4 http://t.co/Bq8aKioBnC,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
783,453581504170717184l,#BOVESPA #CCRO3 CCR divulga fato relevante sobre assinatura do contrato de concessão - Aeroporto de Confins. http://t.co/hFQSZwrqSn #BR,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.0,1.0,3
784,453583096823443456l,$ELET3 - Eletrobras (elet-n1) - Encerramento Da Licenca Do Diretor De Distribuicao http://t.co/t0zHiXiVwN,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.0,0.333,3
785,453584158045257728l,A última indicação da #ITUB4 resultou em 0.60 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
786,453597210249560065l,A última indicação de a #MRVE3 resultou em 0.38 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
787,453598879377002497l,@Live_Trade PARABENS!!! Vale uma entrada em PETR4?,1,0,1,0,-2,-2,0,0,-1,0.667,1.0,0.333,1.0,3
788,453600686664876033l,"@CaciqueInvest Imagina só, só com essa de a Brin vc já paga sei lá qto tempo de relatório sobra de lambuja petr4, mmxm3 pomo fesa goll4 etc...",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
789,453613523906863105l,A última indicação de a #BBAS3 resultou em 23.99 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
790,453617309274628096l,A última indicação da #CSNA3 resultou em -2.52 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
791,453631123914899457l,"@ferrisss Epa ganhei na Petr4 hoje duas compras uma em 15,84  venda 16,02 e outra compra 15,90 venda no leilao.",1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
792,453640745803472896l,"E ai o cara estuda fundamentos e ve elet6 subir 45% , pq ela dá prejuizo, distribui bom yield, e reflete a queda da dilma nas pesq!!!!",0,1,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
793,453657409186455552l,"@piavu #petr4 tem Obj 16,40 tenho sinal de vd abaixo de 15,70 ainda a confirmar.....por outro lado q acho + dificil, se forte 17,96 e 18,75",-2,-2,-2,-2,1,0,0,1,-1,0.333,0.333,0.667,0.667,3
794,453874653862563841l,A forte alta da Natura nos últ. 2 dias (7%) pode estar relacionada com a desistência por parte do governo de elevar o PIS do setor. #NATU3,1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
795,453879051196039169l,$BRFS3 - Brf Sa (brfs-nm)- Conclusao De a Aquisicao De Direitos Economicos -federal Foods http://t.co/X4MZC7Y8FC,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
