,ids,tweets,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
2142,451819174226964480l,"#Vale PN (VALE5), Gráfico Diário. Estudo técnico e ... http://t.co/C4vJj8ZUrc",-1,-1,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2143,451820590257942528l,O gráfico de a vale5 ta interessante. não sei que figura é essa  e nem o que significa 10/10/2013 com hj,1,0,1,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
2144,451824667498938368l,"[17h52] Maiores Altas: GOLL4 +5,98% | ELET3 +3,83% | ELET6 +2,09% | CCRO3 +1,74% | SBSP3 +1,34%.",1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
2145,451832968454365184l,Para amanhã em a venda de olho em: #cyre3 #tble3 #Brkm5,1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
2146,451834281447280640l,"Fim de o repique? 9 ações ignoraram a queda de a Bovespa nesta 5ª, Vale é uma delas: Liderando o... http://t.co/fhxzocQxxl #infomoney #vale5",0,1,0,1,0,1,0,0,0,0.667,0.667,1.0,0.667,3
2147,451843384052047872l,#MRFG3 - Análise #Ichimoku - Recomendação de Compra. http://t.co/TdLbYJsEds,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2148,451860438641561600l,"Hora da troca de papéis. A ordem de ALLL3 e BVMF3 equivale a 'vender a mercado', isto é, sairá pelo preço do... http://t.co/gqf12W4XnP",-2,-2,0,0,0,0,0,0,-1,0.0,1.0,0.667,0.667,3
2149,451862879978131456l,ELET3 em alta mesmo com o IBOV em leve queda. http://t.co/YTsSOjXwKx,-2,-2,-2,-2,0,1,0,0,-1,0.333,0.333,0.667,0.667,3
2150,451865031995822080l,"E como o obvio ELET6 da mesma forma, ja são 30% de 'ganho' esta bom demais! Duvido que algum banco me… http://t.co/Qa6VZmAvkT",1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,1.0,3
2151,451871894732423169l,Sobre o leilao de pre abertura eu compro efetivamente uma ação ex. petr3  (live at http://t.co/Gmj7qMwiiw),-2,-2,-1,-1,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2152,451886916661948417l,Documento mostra que Petrobras fez oferta bilionária por refinaria de Pasadena ANTES da arbitragem   http://t.co/VPQiXUgF6b  #Petr4 #Petr3,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
2153,451887387464179712l,"@garimpodeacoes vazou preço da oferta oibr4 - 2,40 - 2,80",-2,-2,0,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
2154,451887659263479808l,RT @AryAntiPT: Documento mostra que Petrobras fez oferta bilionária por refinaria de Pasadena ANTES da arbitragem   http://t.co/VPQiXUgF6b …,-2,-2,-2,-2,-1,-1,-2,-2,-1,0.333,0.333,0.667,0.333,3
2155,451890459213037568l,"Petrobras vendeu refinaria na Argentina por menos do q valia. Qdo compra, paga m+, qdo vende, pede m-. Se PT perder eleição, PETR4 vai a 35!",0,1,0,1,0,0,1,0,0,0.667,0.667,0.667,0.667,3
2156,451899519245230080l,"Reveses ameaçam metas de petróleo e gás da Petrobras em 2014InfoMoneyRIO DE JANEIRO - A Petrobras (PETR3, PE... http://t.co/f61nfGPwJk",0,1,0,0,1,0,0,1,0,0.667,0.667,1.0,1.0,3
2157,452013780482797568l,#PETR4 (mensagem: 953420)  http://t.co/NMJaYttpyw,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2158,452023370570563586l,@BlackWizardX bom dia Black! Acho q hoje eh dia da vale5.,1,0,1,0,0,0,0,0,0,1.0,0.667,0.667,1.0,3
2159,452024713548926976l,@BlackWizardX estimulos na China e futuros ja em alta. Por isso acredito q a VALE pode ir em busca do seu valor de valer sempre 2x a PETR4.,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
2160,452038585928392704l,"Inflação acumul/ '06-'13 tá em 50%!? MT '@ivomarcelino #PETR4 finanças vão mal, mas salários diretores R$13,5 milhões http://t.co/Eadm8PP064",-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
2161,452045232570634240l,"#VALE5 para quem se interessou esta foi a operação q montei ontem, meu ponto de entrada foi justamente aonde a... http://t.co/mgseUyA35t",-2,-2,0,0,0,0,0,0,-1,0.0,1.0,1.0,1.0,3
2162,452050973037703168l,"Economia em pílulas: Atenção, a LLXL3, passa a operar a partir de hoje em a Bovespa, com o ticker de PRML3...",-2,-2,0,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
2163,452055260706910208l,"Acredito em oibr4 abrindo abaixo de 2,88 com gap",1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
2164,452061550594236416l,$TBLE3 - Tractebel (tble-nm)- Entrada Em Operacao Comercial Da Central Eolica Mundau http://t.co/zejzckVYtT,0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.0,1.0,3
2165,452061578675113984l,"A LIGHT S.A. fechou o dia de ontem a o preço de R$ 18,80 (-0,79%) com volume de R$ 19,26 mm. $LIGT3",0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
2166,452066566067462145l,@picapautrader tou apostando em Vale5. Estímulos na China. Futuros em alta hoje cedo. Será?,0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
2167,452072431071821825l,$ELET3 - Eletrobras (elet-n1) - Ago - 30/04/2014 - 14h00 - Jcp http://t.co/ErDMSB1oGg,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
2168,452073974932205570l,A última indicação de a #MRVE3 resultou em 1.51 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2169,452077221977808896l,#goll4 vou tirar da frente pra não enfartar,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
2170,452077337124028417l,"@Live_Trade depois ainda diz q ñ dou os ptos de entrada nem saída ... Olha aí o pto de entrada em #VALE5 aos R$ 26,XX e ainda mantendo ela..",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2171,452077981998260224l,"@Live_Trade marcos, petr4 tem sinal de baixa? rs grato",0,0,-2,-2,-1,-1,0,0,-1,0.667,0.333,0.667,1.0,3
2172,452081526566846464l,"@infantepontocom Blz, e se não sabem eu erro também...rsrsr ok?  então quando eu errar as vezes, já sabem...Goll4 foi uma saí antes...",0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
2173,452082288311169025l,"@CaciqueInvest @Live_Trade galera, elet6 ainda vale entrada?",0,0,0,0,1,0,0,0,0,1.0,0.667,0.667,0.667,3
2174,452082866282070016l,"@eniosang E ela, a #brml3 continua segurando a alta recente. Buunituuu ....",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
2175,452088399588249600l,"@nahasbap … e vc imagina o mané aqui, que tem só 56% da carteira em VALE5! Tô rindo de orelha a orelha, eh eh…",1,0,1,0,-2,-2,0,0,-1,1.0,1.0,0.0,1.0,3
2176,452088859585966080l,Um esclarecimento: minha carteira é muito sobrecarregada de VALE5 por causa de opções. PETR4 tenho 24%. Ou seja: 80% da carteira PETROVALE!,1,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
2177,452089363938414592l,Os outros 20% da carteira estão em BBAS3 e BVMF3. Também recuperaram bem ultimamente. Nada a reclamar. Parei até de malhar o PT e a Dilma!,-2,-2,0,0,-2,-2,0,0,-1,0.0,0.667,0.0,1.0,3
2178,452093041982308353l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  BRML3 19,60 CRUZ3 21,01 EMBR3 20,53 ESTC3 23,62 IMOB 676,57 RSID3 1,81",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2179,452093340193157121l,@DuctorMarcus ainda bem que eu estava comprado em #vale5 e aproveitei toda essa alta. Bora pensar na melhor hora de realizar @lambari_trader,1,0,1,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
2180,452099943684001792l,"Petrobras deve fazer nova captação bilionária e desta vez no Brasil, diz Bloomberg: Segundo ... http://t.co/yncKQo0RbV #infomoney #vale5",-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
2181,452100882658635776l,"INTRADAY PETR4: Suportes 14,86 e 15,13 e resistências 15,66 e 15,92 INTRADAY VALE5: Suportes 28,60 e 29,07 e resistências 29,96 e 30,38",0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
2182,452105862300303360l,A última indicação de a #KROT3 resultou em -2.51 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,1.0,1.0,3
2183,452106520940273664l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: BRML3 19,60 CRUZ3 21,01 EMBR3 20,53 ESTC3 23,62 IMOB 676,57 MILS3 28,97 RSID3 1,81",-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
2184,452106559112642560l,Ativo c/ vol Financeiro Superior à sua MM21-12h: CSNA3 HBOR3 LLIS3 MPLU3 PCAR4,1,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
2185,452107678744338432l,#LLXL3 minha opiniao é que é mto fundo zerando venda...por isso a alta..e devolvendo BTC! Vai sair do indice e não podem ficar vendidos!,-2,-2,-2,-2,0,0,-2,-2,-1,0.0,0.333,0.667,0.333,3
2186,452110015714033664l,"ELETROBRAS jscp|aprov 30/4/2014|ex 2/5/2014||pg n/d|ELET3 R$0,39921083663|ELET5 R$2,17825658673|ELET6 R$1,63369244005 http://t.co/IjtHKlQlfr",-1,-1,-1,-1,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2187,452110212363997184l,"@Live_Trade tenho um ponto a fazer que é sobre a petr4, daqui a pouco será a hora dela desabar, e o mini junto, é possível na sua análise?",0,0,-2,-2,-2,-2,0,1,-1,0.667,0.333,0.333,0.667,3
2188,452111038637674497l,LLXL3 muda de nome na Bolsa e vira PRUMO (PRML3) Sobe quase 10%.,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
2189,452113111693402112l,"“@dividendo_br: ELETROBRAS |ELET6 R$1,63369244005 cm uma empresa q precisa d capital faz isso? @serklarvel",0,1,-2,-2,0,0,1,0,-1,1.0,0.333,0.667,0.667,3
2190,452114970592165888l,"RT @dividendo_br: ELETROBRAS jscp|aprov 30/4/2014|ex 2/5/2014||pg n/d|ELET3 R$0,39921083663|ELET5 R$2,17825658673|ELET6 R$1,63369244005 htt…",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2191,452116790634500096l,Econofinance divulga estratégia para lucrar com ações em abril: A Econofinance recomendou a ... http://t.co/AUDJy7aaH2 #infomoney #vale5,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2192,452119924346204160l,A última indicação da #MRVE3 resultou em -0.13 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
2193,452134874062028800l,A última indicação da #OIBR4 resultou em 0.66 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
2194,452135225947340800l,#ABEV3 - Ambev vai manter preço da cerveja sem aumento até o fim da Copa - http://t.co/uQvcMid5PG,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
2195,452138852732649472l,trava de baixa na VALE5 P29/P28,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
2196,452145897422323712l,"tá, a agulhada da #PETR4 nos 60min, agora, é pra valer ? Ou é mais uma pegadinha do Faustão ... ? =P",0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
2197,452151228206968833l,A última indicação da #ITUB4 resultou em 16.13 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2198,452154328409980928l,"AMBEV divulga q não vai reajustar preço de cervejas até o final da Copa do Mundo. Mas o GOV aumentou os impostos. Ação ABEV3 cai agora 1,04%",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
2199,452154691905126400l,"@ferrisss @dfittarelli vendinha de itub4 nos 35,10 começando a dar frutos, VAI QUE VAI!",0,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
2200,452158324159815680l,#IBOV #ABEV3 Ambev não reajustará preço de cervejas até o fim da Copa!!!!  http://t.co/pGnkqwyjKx #BR #RIO,-2,-2,1,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
2201,452159443690864640l,$CPFE3 - CPFL Energia divulga o Relatório Anual (Form 20-F) 2013 na SEC http://t.co/Lizy0GjUUH,1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
2202,452161915763314689l,@Live_Trade @will_vs imagina se data-folha falhar em fraudar pesq. mostrando presidenta ¨lula¨ ganhando no 1 turno. put petr4 vira mega sena,0,1,-2,-2,1,0,-1,-1,-1,0.667,0.333,0.667,0.667,3
2203,452163926068064256l,"BC eleva juros básicos para 11%. Selic, que em abril de 2013 estava em 7,25%, agora já supera o nível do final do governo Lula. ibov petr4",-1,-1,0,0,0,1,0,0,-1,0.667,0.667,0.667,0.667,3
2204,452166804132360192l,Depois liquidar confiabilidade #ECT #Petr4 #Elet4 agora #Ipea reconhece erro pesquisa só falta #Ibge @marciadealencar http://t.co/25lgcmozW0,0,1,-2,-2,-2,-2,0,0,-1,0.75,0.0,0.0,1.0,4
2205,452170303998013441l,"Ativo c/ vol Financeiro Superior a a 1,5 X sua MM21-16h: ARZZ3 BBDC3 BRIN3 BTOW3 COCE5 CSAN3 CSNA3 LLIS3 PCAR4",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
2206,452172531341213696l,SELL MRVE3 = ) de olho...,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
2207,452172772610146305l,"@clubedopairico vc viu o candle 'motumbo' de ITUB4? Que parece q vai ter o maior peso do IBOV, não é isso?",-1,-1,-1,-1,-2,-2,0,1,-1,0.667,0.667,0.333,0.667,3
2208,452175656374505473l,Essa virada final na #vale5 pagou meu japonês hoje. @ELISLEITAO,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2209,452175883265384449l,"RT @dividendo_br: ENBR ENERGIAS BR dividendos ||aprov 29/4/2014||dataex 30/4/2014||pagto n/d||ENBR3 R$0,717165 http://t.co/IJzOtrdAz7",-2,-2,0,0,0,0,0,0,-1,0.333,1.0,0.667,1.0,3
2210,452178560162467840l,"04/04/14 - 17:19: Maiores Altas: PCAR4 2,36% R$104,64, NATU3 1,78% R$38,27, CSNA3 1,63% R$9,96, BRML3 1,63% R$19,37.",1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,0.667,3
2211,452178688780804096l,"04/04/14-17:20:Maiores Baixas: CIEL3 -3,53% R$35,55, GOAU4 -3,14% R$16,94, CCRO3 -3,14% R$16,95, BBDC3 -3,04% R$33,17, ENGI3 -2,98% R$10,08.",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,1.0,1.0,3
2212,452179921272852480l,$PETR3 - Petrobras (petr) - Esclarecimento Sobre A Plataforma P-55 http://t.co/sncQaeb1xB,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
2213,452181916918112256l,Perdas e ganhos bilionários: veja os melhores e piores setores da Bolsa no 4° tri: Segundo o... http://t.co/MdZAPviqva #infomoney #vale5,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2214,452181941996236802l,RT @JJunior_SP: @edmilsonpapo10 Faltou o IBGE! Pq depois de acabarem com a credibilidade de a ECT PETR4 ELRT3 e agora o IPEA essa deve ser a …,0,1,0,0,-2,-2,1,0,-1,1.0,0.667,0.333,1.0,3
2215,452200774324715520l,"É a #vale5 atingiu hj os R$ 30,00 para o desespero dos pessimistas. Nem preciso falar na #bbas3 né? Esse  tb super lindo. Amém??",-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
2216,452210549578010624l,Top 10 da Semana A PETROBRAS (PETR4) encerrou às investigações internas para apurar as denúncias de supostos... http://t.co/HRkGHCNrnl,0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
2217,452232585507504129l,@Live_Trade cyre3 venda ou continuidade agora?,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2218,452267861424091136l,Corretora recomenda 10 ações para investir neste mês: A corretora optou por retirar as ações... http://t.co/SrLCC5TAoy #infomoney #vale5,-1,-1,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
2219,452294030467284992l,Capa da Revista Veja: Como o PT está afundando a Petrobras #PETR3 / #PETR4 $PETR4 http://t.co/mauLAIVIUE,0,1,0,1,0,0,1,0,0,0.667,0.667,0.667,0.667,3
2220,452411144007733248l,"Gatilho position, semana que vem:   Ativo vale5 - Venda  - Validade 11/abr - Start 27,91 - Stop 30,06 - RP 25,76 http://t.co/bfQcsZb1xx",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
2221,452411602084438016l,"Gatilho position, semana que vem:   Ativo mrve3 - Venda  - Validade 11/abr - Start 7,77 - Stop 8,41 - RP 7,13 http://t.co/WC4Kjli0xh",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2222,452412713898352640l,"RT @otraderonline: Gatilho position, semana que vem:   Ativo mrve3 - Venda  - Validade 11/abr - Start 7,77 - Stop 8,41 - RP 7,13 http://t.c…",-2,-2,0,0,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
2223,452414292881838080l,Em o diário #VALE5 deixou a tendência de baixa para trás mas permanece tendo problema com a #MediaROCK - Leia mais em http://t.co/eMq6N9TOJC,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2224,452416903995469824l,"RT @otraderonline: Gatilho position, semana que vem:   Ativo vale5 - Venda  - Validade 11/abr - Start 27,91 - Stop 30,06 - RP 25,76 http://…",1,0,0,0,1,0,0,0,0,0.667,1.0,1.0,1.0,3
2225,452424503684243457l,"#PETR4 RT @petrobras: ANP: Prod. gás natural no Brasil bate recorde, alcança 83,2 mi de metros cúbicos por dia em fev http://t.co/PoP9Kr73iJ",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
2226,452474138251522048l,"Exceto alguns papeis e setores, tipo brin3 e estc3 a maioria chegou numa regiao de fibo! Em a qual o indice se inclui!",-2,-2,0,0,1,0,0,0,-1,0.333,0.667,0.667,0.667,3
2227,452479417739378690l,"Atenção #investidores q tinham papeis da #petrobras (Petr3 e Petr4) no dia 02/04/14, vc receberá #proventos Leia aqui http://t.co/R4GpR1VQZW",-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
2228,452529580122054656l,Além da poupança: Análise e opiniões - BRFS3 e MDIA3 - http://t.co/K8mC13Fv9H,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
2229,452551386841223168l,"RT @AryAntiPT: Atenção #investidores q tinham papeis da #petrobras (Petr3 e Petr4) no dia 02/04/14, vc receberá #proventos Leia aqui http:/…",-2,-2,0,0,-2,-2,-1,-1,-1,0.333,0.667,0.333,0.667,3
2230,452559954927681538l,@ferrisss Alta da Petr4 segunda!,1,0,1,0,-2,-2,0,0,-1,0.667,1.0,0.0,1.0,3
2231,452566520229797888l,"Análise semanal - IBOV, PETR4, VALE5, SMTO3, ABEV3, CRUZ3, ABRE11, BBDC4 e ITUB4. Assista! http://t.co/143CVKOlKu",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
2232,452580832293949440l,"@jcvolemos VALE5: Sentiu a resistência de 29,90 e lateralizou. Acima de 29,90 pode chegar a 31,33 e abaixo de 29,02 pode chegar a 27,59.",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,0.667,3
2233,452581362021593088l,"VALE5 EM 04/04, tempo gráfico de 60 minutos. http://t.co/vPgt0CB6Qy",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
2234,452599628761157632l,"@MaliaESPN Petr4 tá ótima.. Contra fatos ñ há argumentos.. Q o comunismo vá para onde é bem visto, Lúcifer tá de braços abertos",0,1,1,0,-2,-2,1,0,-1,0.667,0.667,0.0,0.667,3
2235,452726750737608704l,"PETR4, VALE5, OGXP3, USIM5 .... É só prejuízo!  Onde que se compra BIGBI4???? É  Lucro garantido!!! Bebum dá $$$ sem pensar :D  onde???",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,0.667,0.667,3
2236,452845851313176577l,ITUB4 gerou um engolfo de baixa na sexta (6). O que significa e como identificar esse padrão dos candles. Assista! http://t.co/Y73ErhCiRi,0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
2237,452861055509991424l,"@ferrisss oi Ferri, estou comprado em CIEL3 q já subiu bastante. Na sua opinião vale a pena trocar por MMX? Medo do fantasma do Eike...",0,0,0,0,-2,-2,0,1,-1,0.667,1.0,0.0,1.0,3
2238,452928923039723520l,"Prepare-se para o próximo pregão. Análise: IBOV, PETR4, VALE5, SMTO3, ABEV3, CRUZ3, ABRE11, BBDC4 e ITUB4. Assista! http://t.co/KLjWm5XV2Z",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
2239,452929461605134336l,"@drunkeynesian hahahahaha. Pior que é verdade, no final me ferro do mesmo jeito, pois a PETR4 na lata do lixo diminui e muito o interesse..",0,1,0,0,0,0,0,0,0,1.0,1.0,0.667,0.667,3
2240,452934789667233793l,"@drunkeynesian É óbvio, mas e o rabo preso? Mais fácil atacar pela desvalorização da PETR4 (o que é mais mesquinho e dá bem menos votos).",0,1,0,0,0,0,1,0,0,1.0,0.667,0.667,1.0,3
2241,452972527372226560l,"Para o Estudo de Domingo de hoje (22h00) foco em os ativos abaixo: - ABEV3, ALSC3, BRML3, FIBR3, IMCH3, BRKM5,... http://t.co/k9RJ9si6t1",1,0,0,0,1,0,0,0,0,0.75,1.0,0.75,1.0,4
2242,452980334477709312l,"RT @Andresmoraes: Para o Estudo de Domingo de hoje (22h00) foco nos ativos abaixo: - ABEV3, ALSC3, BRML3, FIBR3, IMCH3, BRKM5,... http://t.…",1,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
2243,453138129676144640l,@Live_Trade pq não petr4 marcos?,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2244,453140831000866816l,"Boa semana a todos! De olho no setup de venda em MRVE3, muito bonita!",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
2245,453144121008746496l,$PETR3 - Petrobras (petr) - Novo Recorde De Producao Mensal No Pre-sal http://t.co/7KW3u72c6R,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
2246,453145072138465280l,$RENT3 - Localiza (rent-nm) / Cyrela Realt (cyre-nm)- Dfs Em Ingles De 31/12/2013 http://t.co/08hUtSe7BK,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
2247,453145208113598464l,"@miguel_brasil @brunomaca1 Não ,  isso é um Long & Short  Dilma X Petr4",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
2248,453145450930245632l,"@Live_Trade @brunomaca1 RS, briga até o final deste mandato! Tadinha da petr4...",0,1,0,1,-2,-2,-2,-2,-1,0.667,1.0,0.0,0.333,3
2249,453149586069397504l,"@RaphaFigueredo Bom dia, aqui será que vai rolar um Long & Short  Dilma X Petr4?",-2,-2,-1,-1,-1,-1,0,0,-1,0.333,0.667,0.667,0.667,3
2250,453150766136426496l,E crime de lesa pátria foi ter vendido a Vale? A PETROBRAS (PETR4) teria assinado por o menos R$ 90 bilhões em... http://t.co/rbW28NIl6v,0,1,0,0,0,1,1,0,0,0.667,0.667,0.667,1.0,3
2251,453151378261557248l,Perda do FGTS em ações atinge R$ 662 mi no ano com Petrobras e Vale: Aplicação em ações da P... http://t.co/HDoJKBDyjT #infomoney #vale5,0,1,0,1,-2,-2,0,1,-1,1.0,1.0,0.0,1.0,3
2252,453151387845951488l,"Desde 24/04/2009 até hoje Ibovespa +11,58% PETR4 - 47,7% EXXON +45,85% DJ + 111,06%",1,0,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,0.667,3
2253,453151478317088768l,$CRUZ3 - Souza Cruz (cruz) - Pagamento De Dividendo (valor Atualizado) http://t.co/cfGtKSZ07F,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
2254,453154777913114624l,"@Live_Trade marcos, depois tem como uma olhada vem vale5? comprado nos 27.",-2,-2,0,0,-1,-1,-1,-1,-1,0.333,0.667,0.667,0.667,3
2255,453155882227232769l,16ª barra diária com máxima superior a anterior na #PETR4 ... tá doido. NUNCA VI ISSO NA VIDA !!!! o.O,0,0,0,0,0,1,0,1,0,0.667,0.667,1.0,0.667,3
2256,453157209351143425l,"@LidPSDBsenado e o PT acabando com a Petrobrás RT @ale_chumer: Desde 24/04/2009 até hoje Ibovespa +11,58% PETR4 -47,7% DJ +111,06%",0,0,-2,-2,-2,-2,1,0,-1,0.667,0.333,0.333,1.0,3
2257,453157381456031744l,"RT @juniormayhe: @LidPSDBsenado e o PT acabando com a Petrobrás RT @ale_chumer: Desde 24/04/2009 até hoje Ibovespa +11,58% PETR4 -47,7% DJ …",-1,-1,-1,-1,-1,-1,-2,-2,-1,0.667,0.667,0.667,0.333,3
2258,453162550851805184l,melhor negocio do mundo e uma cia petrolifera bem administrada o segundo melhor uma cia petrolifera mal administrada #PETR4,0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
2259,453163608466526208l,"@NegocioDeBolsa O prejuízo da USIM5 em 2012 foi de quase 600 bi. Logo, ela melhorou mais de 500 bi num ano p/ fechar no azul em 2013.",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
2260,453164729242894336l,Notas gerais A PETROBRAS (PETR4) teria assinado pelo menos R$ 90 bilhões em contratos sem licitação desde 2011... http://t.co/u9Bft3wAw6,0,1,0,1,0,1,0,0,0,0.667,0.667,0.667,0.667,3
2261,453167412829896704l,"INTRADAY PETR4: Suportes 15,14 e 15,29 e resistências 15,65 e 15,86 INTRADAY VALE5: Suportes 28,94 e 29,21 e resistências 29,90 e 30,32",-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0.667,1.0,1.0,3
2262,453167741844078592l,"“@ale_chumer: Desde 24/04/2009 até hoje Ibovespa +11,58% PETR4 - 47,7% EXXON +45,85% DJ + 111,06%” tirando os do IPEA, números não mentem...",0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
2263,453170470834425856l,"A LIGHT S.A. fechou a sexta-feira, dia 04/04, a o preço de R$ 18,83 (+0,16%) com volume de R$ 20,51 mm. $LIGT3",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
2264,453174955501682689l,"A #PETR4 parece #gemada, quanto mais bate mais cresce. #bovespa",0,1,-2,-2,0,1,0,1,-1,0.667,0.333,1.0,0.667,3
